label,radial_intervals,axial_intervals,dt_cap_s,insulated_ends,event_time_s,event_hours,elapsed_s,step_count,min_step_s,max_step_s,final_max_moisture,axial_spread_final,centre_moisture_final,surface_moisture_final
N40x20,40,20,0.5,False,184261.25362730603,51.18368156314056,569.4565522999997,851607,9.39849742280785e-05,0.5,0.15,0.08818572725848836,0.1394034359212371,0.05229690180282964
